Year,Company,Category,Currency,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income,Pre-tax Income,Taxes,Net Income,Total Assets,Current Assets,Total Liabilities,Current Liabilities,Share Holder Equity,Cash,Debt,Beginning Cash,Ending Cash,Cash Flow from Operating,Cash Flow from Investing,Cash Flow from Financial Activities,Earning Per Share,EBITDA
2019,Northwind Partners,MANUFACTURING,USD,76033.0,52027.0,24006.0,12144.0,11862.0,11609.0,2902.0,8707.0,78422.0,24008.0,54110.0,23983.0,24312.0,7168.0,33251.0,5204.0,7168.0,8657.0,-2891.0,-3802.0,3.02,14604.0
2020,Northwind Partners,MANUFACTURING,USD,91812.0,67902.0,23910.0,17036.0,6874.0,6629.0,1657.0,4972.0,88326.0,27917.0,57709.0,21816.0,30617.0,3907.0,38497.0,7168.0,3907.0,5367.0,-5263.0,-3365.0,1.72,12261.0
2021,Northwind Partners,MANUFACTURING,USD,95234.0,68129.0,27105.0,15736.0,11369.0,10614.0,2654.0,7960.0,99899.0,30599.0,64876.0,31512.0,35023.0,5400.0,30982.0,3907.0,5400.0,10455.0,-3321.0,-5641.0,2.76,15070.0
2022,Northwind Partners,MANUFACTURING,USD,89602.0,62746.0,26856.0,12521.0,14335.0,13113.0,3278.0,9835.0,108721.0,38568.0,66363.0,34228.0,42358.0,7393.0,33335.0,5400.0,7393.0,11106.0,-6495.0,-2618.0,3.41,21303.0
2023,Northwind Partners,MANUFACTURING,USD,96057.0,66857.0,29200.0,14664.0,14536.0,13962.0,3490.0,10472.0,114773.0,37620.0,63614.0,32652.0,51159.0,6721.0,37915.0,7393.0,6721.0,10182.0,-8231.0,-2623.0,3.63,19843.0
2016,Ironwood Works,PHARMA,USD,11500.0,6608.0,4892.0,3211.0,1681.0,1603.0,401.0,1202.0,83100.0,24256.0,47600.0,21098.0,35500.0,2967.0,31612.0,2400.0,2967.0,1450.0,-650.0,-233.0,1.3,2227.0
2017,Ironwood Works,PHARMA,USD,12912.0,6593.0,6319.0,3488.0,2831.0,2764.0,691.0,2073.0,84076.0,30448.0,47830.0,17511.0,36246.0,3808.0,24755.0,2967.0,3808.0,2134.0,-1034.0,-259.0,2.25,3319.0
2018,Ironwood Works,PHARMA,USD,13603.0,7571.0,6032.0,3710.0,2322.0,2125.0,531.0,1594.0,83969.0,30738.0,45919.0,15201.0,38050.0,4093.0,29922.0,3808.0,4093.0,1639.0,-955.0,-399.0,1.73,2743.0
2019,Ironwood Works,PHARMA,USD,14787.0,8362.0,6425.0,4037.0,2388.0,2207.0,552.0,1655.0,85969.0,32134.0,46361.0,15055.0,39608.0,4444.0,34483.0,4093.0,4444.0,2109.0,-1075.0,-683.0,1.79,3455.0
2020,Ironwood Works,PHARMA,USD,16050.0,8753.0,7297.0,4760.0,2537.0,2445.0,611.0,1834.0,89670.0,31621.0,48627.0,23637.0,41043.0,4650.0,25267.0,4444.0,4650.0,1653.0,-1091.0,-356.0,1.99,3721.0
2021,Ironwood Works,PHARMA,USD,16912.0,9109.0,7803.0,5190.0,2613.0,2522.0,630.0,1892.0,93378.0,40022.0,51183.0,18454.0,42195.0,4564.0,28994.0,4650.0,4564.0,1998.0,-1185.0,-899.0,2.05,3643.0
2022,Ironwood Works,PHARMA,USD,18171.0,10171.0,8000.0,5180.0,2820.0,2663.0,666.0,1997.0,98208.0,33513.0,54438.0,20732.0,43770.0,5952.0,28773.0,4564.0,5952.0,2094.0,-482.0,-224.0,2.16,3917.0
2023,Ironwood Works,PHARMA,USD,21565.0,11186.0,10379.0,6424.0,3955.0,3741.0,935.0,2806.0,104691.0,46386.0,59582.0,29606.0,45109.0,6797.0,33099.0,5952.0,6797.0,2554.0,-1117.0,-592.0,3.04,4946.0
2016,Sable Industries,RETAIL,USD,72400.0,51502.0,20898.0,12610.0,8288.0,7584.0,1896.0,5688.0,40400.0,12776.0,30900.0,14871.0,9500.0,6160.0,20146.0,5600.0,6160.0,5440.0,-2222.0,-2658.0,3.31,11261.0
2017,Sable Industries,RETAIL,USD,87771.0,61872.0,25899.0,16206.0,9693.0,8839.0,2210.0,6629.0,44192.0,14149.0,30806.0,15205.0,13386.0,10114.0,21811.0,6160.0,10114.0,9404.0,-3837.0,-1613.0,3.85,15133.0
2018,Sable Industries,RETAIL,USD,90387.0,68311.0,22076.0,17168.0,4908.0,4585.0,1146.0,3439.0,50395.0,15311.0,31324.0,13465.0,19071.0,8892.0,20701.0,10114.0,8892.0,4760.0,-2782.0,-3200.0,2.0,9576.0
2019,Sable Industries,RETAIL,USD,105153.0,80445.0,24708.0,16871.0,7837.0,7218.0,1804.0,5414.0,56844.0,25469.0,35225.0,16038.0,21619.0,8285.0,24340.0,8892.0,8285.0,6422.0,-5224.0,-1805.0,3.15,12421.0
2020,Sable Industries,RETAIL,USD,121964.0,94645.0,27319.0,19663.0,7656.0,7167.0,1792.0,5375.0,63671.0,24885.0,38351.0,13314.0,25320.0,4207.0,18835.0,8285.0,4207.0,6031.0,-4648.0,-5461.0,3.12,16434.0
2021,Sable Industries,RETAIL,USD,131991.0,95876.0,36115.0,24824.0,11291.0,10807.0,2702.0,8105.0,68666.0,22812.0,38925.0,14570.0,29741.0,376.0,20381.0,4207.0,376.0,10728.0,-10296.0,-4263.0,4.71,21805.0
2022,Sable Industries,RETAIL,USD,142651.0,102458.0,40193.0,22902.0,17291.0,16391.0,4098.0,12293.0,70976.0,24999.0,36300.0,11223.0,34676.0,1779.0,22959.0,376.0,1779.0,12962.0,-3651.0,-7908.0,7.14,28314.0
2023,Sable Industries,RETAIL,USD,157131.0,119291.0,37840.0,28214.0,9626.0,8947.0,2237.0,6710.0,84159.0,25427.0,37689.0,17539.0,46470.0,-6196.0,25435.0,1779.0,-6196.0,6194.0,-11659.0,-2510.0,3.9,19272.0
2016,Sable Systems,BANKING,USD,83500.0,40170.0,43330.0,27842.0,15488.0,14135.0,3534.0,10601.0,61900.0,17499.0,22200.0,10646.0,39700.0,11978.0,13057.0,5250.0,11978.0,15275.0,-4909.0,-3638.0,7.82,20480.0
2017,Sable Systems,BANKING,USD,92060.0,43508.0,48552.0,29129.0,19423.0,17713.0,4428.0,13285.0,71380.0,20421.0,22209.0,8618.0,49171.0,23229.0,15763.0,11978.0,23229.0,16871.0,-2054.0,-3566.0,9.8,26163.0
2018,Sable Systems,BANKING,USD,104256.0,54073.0,50183.0,30389.0,19794.0,19059.0,4765.0,14294.0,80451.0,26036.0,22850.0,7607.0,57601.0,29439.0,15139.0,23229.0,29439.0,18647.0,-7355.0,-5082.0,10.55,24672.0
2019,Sable Systems,BANKING,USD,101782.0,51217.0,50565.0,31346.0,19219.0,18252.0,4563.0,13689.0,94134.0,39208.0,23423.0,9919.0,70711.0,40795.0,11405.0,29439.0,40795.0,17921.0,-3112.0,-3453.0,10.1,22285.0
2020,Sable Systems,BANKING,USD,105307.0,54493.0,50814.0,35756.0,15058.0,14393.0,3598.0,10795.0,107136.0,40470.0,23780.0,12608.0,83356.0,40475.0,17552.0,40795.0,40475.0,10621.0,-8495.0,-2446.0,7.97,19786.0
2021,Sable Systems,BANKING,USD,108102.0,55367.0,52735.0,32476.0,20259.0,18521.0,4630.0,13891.0,119103.0,30304.0,27014.0,10347.0,92089.0,40424.0,14404.0,40475.0,40424.0,13855.0,-9141.0,-4765.0,10.25,28890.0
2022,Sable Systems,BANKING,USD,114981.0,57818.0,57163.0,38674.0,18489.0,17237.0,4309.0,12928.0,129550.0,41514.0,25560.0,13002.0,103990.0,39260.0,11621.0,40424.0,39260.0,11392.0,-9633.0,-2923.0,9.54,25779.0
2023,Sable Systems,BANKING,USD,129557.0,61729.0,67828.0,42209.0,25619.0,24442.0,6110.0,18332.0,138412.0,61069.0,24282.0,9196.0,114130.0,50008.0,17165.0,39260.0,50008.0,15842.0,-3079.0,-2015.0,13.53,32674.0
2016,Quarry Group,ENERGY,USD,87500.0,68560.0,18940.0,7641.0,11299.0,10728.0,2682.0,8046.0,27300.0,9066.0,7800.0,4289.0,19500.0,5734.0,5724.0,2900.0,5734.0,9495.0,-4403.0,-2258.0,8.62,15961.0
2017,Quarry Group,ENERGY,USD,82848.0,67271.0,15577.0,9388.0,6189.0,5818.0,1454.0,4364.0,34769.0,9424.0,8031.0,3554.0,26738.0,4332.0,4085.0,5734.0,4332.0,4799.0,-1748.0,-4453.0,4.68,10585.0
2018,Quarry Group,ENERGY,USD,94026.0,73282.0,20744.0,11146.0,9598.0,9352.0,2338.0,7014.0,38961.0,14231.0,9066.0,3991.0,29895.0,-717.0,6439.0,4332.0,-717.0,7616.0,-7376.0,-5289.0,7.52,12975.0
2019,Quarry Group,ENERGY,USD,110795.0,87097.0,23698.0,10544.0,13154.0,12722.0,3180.0,9542.0,47111.0,15616.0,10217.0,4669.0,36894.0,1131.0,5764.0,-717.0,1131.0,11930.0,-6638.0,-3444.0,10.23,17105.0
2020,Quarry Group,ENERGY,USD,132409.0,104545.0,27864.0,11931.0,15933.0,15528.0,3882.0,11646.0,56061.0,17385.0,9814.0,5022.0,46247.0,8906.0,5444.0,1131.0,8906.0,12433.0,-2924.0,-1734.0,12.48,20745.0
2021,Quarry Group,ENERGY,USD,141966.0,113276.0,28690.0,14216.0,14474.0,13731.0,3433.0,10298.0,65848.0,23746.0,10106.0,3571.0,55742.0,6388.0,5366.0,8906.0,6388.0,11753.0,-8275.0,-5996.0,11.04,19502.0
2022,Quarry Group,ENERGY,USD,139606.0,104312.0,35294.0,13748.0,21546.0,19765.0,4941.0,14824.0,75854.0,28916.0,11064.0,5766.0,64790.0,6069.0,7488.0,6388.0,6069.0,16958.0,-11993.0,-5284.0,15.89,32076.0
2023,Quarry Group,ENERGY,USD,165081.0,124123.0,40958.0,16140.0,24818.0,23931.0,5983.0,17948.0,88298.0,23725.0,12278.0,6717.0,76020.0,11739.0,8445.0,6069.0,11739.0,18546.0,-9114.0,-3762.0,19.24,35785.0
2016,Orion Holdings,IT,USD,23000.0,15047.0,7953.0,4382.0,3571.0,3332.0,833.0,2499.0,60700.0,23845.0,29600.0,14177.0,31100.0,3007.0,14245.0,1700.0,3007.0,3278.0,-1024.0,-947.0,1.01,5060.0
2017,Orion Holdings,IT,USD,26150.0,16298.0,9852.0,6381.0,3471.0,3170.0,792.0,2378.0,64370.0,22793.0,31435.0,10648.0,32935.0,3154.0,17296.0,3007.0,3154.0,3139.0,-1868.0,-1124.0,0.96,4360.0
2018,Orion Holdings,IT,USD,26287.0,16610.0,9677.0,5668.0,4009.0,3863.0,966.0,2897.0,67533.0,22798.0,32468.0,17126.0,35065.0,4118.0,17808.0,3154.0,4118.0,2758.0,-1071.0,-723.0,1.17,6088.0
2019,Orion Holdings,IT,USD,26314.0,15731.0,10583.0,6300.0,4283.0,4076.0,1019.0,3057.0,69182.0,21866.0,31388.0,13035.0,37794.0,4336.0,20023.0,4118.0,4336.0,2730.0,-1784.0,-728.0,1.24,5222.0
2020,Orion Holdings,IT,USD,31888.0,19816.0,12072.0,6221.0,5851.0,5642.0,1410.0,4232.0,74795.0,31434.0,35057.0,14031.0,39738.0,4746.0,17990.0,4336.0,4746.0,3609.0,-2529.0,-670.0,1.71,7680.0
2021,Orion Holdings,IT,USD,37910.0,22051.0,15859.0,9022.0,6837.0,6492.0,1623.0,4869.0,79462.0,26639.0,35770.0,11845.0,43692.0,10322.0,22309.0,4746.0,10322.0,6891.0,-827.0,-488.0,1.97,9492.0
2022,Orion Holdings,IT,USD,38617.0,23362.0,15255.0,7874.0,7381.0,7078.0,1770.0,5308.0,83192.0,22945.0,36183.0,19205.0,47009.0,12501.0,16796.0,10322.0,12501.0,5446.0,-1139.0,-2128.0,2.14,8729.0
2023,Orion Holdings,IT,USD,44954.0,26266.0,18688.0,11223.0,7465.0,7184.0,1796.0,5388.0,87431.0,35976.0,36174.0,16590.0,51257.0,14575.0,16981.0,12501.0,14575.0,6072.0,-2554.0,-1444.0,2.18,9267.0
2016,Ardent Group,LOGISTICS,USD,58800.0,43285.0,15515.0,6476.0,9039.0,8566.0,2142.0,6424.0,11300.0,2912.0,7700.0,3738.0,3600.0,6779.0,5313.0,2750.0,6779.0,9094.0,-2829.0,-2236.0,2.33,11771.0
2017,Ardent Group,LOGISTICS,USD,59084.0,43266.0,15818.0,7492.0,8326.0,8068.0,2017.0,6051.0,16525.0,6556.0,7206.0,3935.0,9319.0,9428.0,3388.0,6779.0,9428.0,7812.0,-3151.0,-2012.0,2.19,12920.0
2018,Ardent Group,LOGISTICS,USD,59658.0,45382.0,14276.0,7720.0,6556.0,6072.0,1518.0,4554.0,21834.0,8836.0,7308.0,2341.0,14526.0,12392.0,3879.0,9428.0,12392.0,6568.0,-2964.0,-640.0,1.65,8781.0
2019,Ardent Group,LOGISTICS,USD,70039.0,51530.0,18509.0,8806.0,9703.0,9248.0,2312.0,6936.0,25812.0,6454.0,7787.0,2354.0,18025.0,17185.0,4005.0,12392.0,17185.0,9663.0,-2566.0,-2304.0,2.51,13605.0
2020,Ardent Group,LOGISTICS,USD,81462.0,63847.0,17615.0,12726.0,4889.0,4710.0,1178.0,3532.0,31346.0,12754.0,8298.0,3922.0,23048.0,18062.0,5899.0,17185.0,18062.0,4436.0,-1708.0,-1851.0,1.28,11203.0
2021,Ardent Group,LOGISTICS,USD,79160.0,60761.0,18399.0,8757.0,9642.0,8916.0,2229.0,6687.0,35169.0,9477.0,8743.0,2823.0,26426.0,16147.0,5746.0,18062.0,16147.0,6884.0,-5731.0,-3068.0,2.42,15912.0
2022,Ardent Group,LOGISTICS,USD,89916.0,67477.0,22439.0,14415.0,8024.0,7415.0,1854.0,5561.0,41524.0,18392.0,9014.0,3739.0,32510.0,15532.0,4651.0,16147.0,15532.0,7378.0,-4626.0,-3367.0,2.01,12230.0
2023,Ardent Group,LOGISTICS,USD,106485.0,84336.0,22149.0,15886.0,6263.0,6106.0,1526.0,4580.0,45714.0,16972.0,8547.0,2967.0,37167.0,5130.0,4375.0,15532.0,5130.0,3900.0,-8768.0,-5534.0,1.66,14679.0
2016,Beacon Corporation,MANUFACTURING,USD,56100.0,39568.0,16532.0,9403.0,7129.0,6506.0,1626.0,4880.0,32000.0,13757.0,27800.0,12163.0,4200.0,550.0,19135.0,400.0,550.0,5332.0,-4420.0,-762.0,12.98,10463.0
2017,Beacon Corporation,MANUFACTURING,USD,65678.0,49184.0,16494.0,11613.0,4881.0,4750.0,1188.0,3562.0,37068.0,12175.0,29265.0,12022.0,7803.0,-3643.0,18276.0,550.0,-3643.0,3219.0,-3852.0,-3560.0,9.47,9119.0
2018,Beacon Corporation,MANUFACTURING,USD,63459.0,42972.0,20487.0,9820.0,10667.0,10055.0,2514.0,7541.0,38450.0,10243.0,27348.0,10306.0,11102.0,-2596.0,18148.0,-3643.0,-2596.0,8050.0,-5359.0,-1644.0,20.06,15129.0
2019,Beacon Corporation,MANUFACTURING,USD,72323.0,48938.0,23385.0,12515.0,10870.0,10421.0,2605.0,7816.0,45473.0,15075.0,27184.0,8504.0,18289.0,-1196.0,14681.0,-2596.0,-1196.0,9372.0,-6101.0,-1871.0,20.79,14505.0
2020,Beacon Corporation,MANUFACTURING,USD,79092.0,57346.0,21746.0,12382.0,9364.0,8864.0,2216.0,6648.0,52446.0,21646.0,26365.0,10642.0,26081.0,-1811.0,15835.0,-1196.0,-1811.0,9125.0,-6879.0,-2861.0,17.68,12805.0
2021,Beacon Corporation,MANUFACTURING,USD,78231.0,52704.0,25527.0,12620.0,12907.0,12107.0,3027.0,9080.0,58754.0,19634.0,27543.0,14042.0,31211.0,5008.0,16146.0,-1811.0,5008.0,11610.0,-3670.0,-1121.0,24.15,16768.0
2022,Beacon Corporation,MANUFACTURING,USD,81519.0,58156.0,23363.0,12876.0,10487.0,9752.0,2438.0,7314.0,68218.0,25800.0,31068.0,10134.0,37150.0,3407.0,20943.0,5008.0,3407.0,9068.0,-5936.0,-4733.0,19.45,16482.0
2023,Beacon Corporation,MANUFACTURING,USD,96226.0,68034.0,28192.0,17411.0,10781.0,10001.0,2500.0,7501.0,76254.0,25549.0,32541.0,17476.0,43713.0,-3256.0,15699.0,3407.0,-3256.0,7285.0,-8563.0,-5385.0,19.95,17506.0
2016,Cascade Industries,PHARMA,USD,86600.0,50682.0,35918.0,24338.0,11580.0,10650.0,2662.0,7988.0,50300.0,15914.0,18800.0,6129.0,31500.0,7542.0,8943.0,8150.0,7542.0,6819.0,-4160.0,-3267.0,3.56,16165.0
2017,Cascade Industries,PHARMA,USD,94803.0,49143.0,45660.0,25958.0,19702.0,17946.0,4486.0,13460.0,57734.0,18121.0,20561.0,6259.0,37173.0,20646.0,10403.0,7542.0,20646.0,17647.0,-3413.0,-1130.0,6.0,23634.0
2018,Cascade Industries,PHARMA,USD,103368.0,56031.0,47337.0,29675.0,17662.0,17295.0,4324.0,12971.0,71774.0,26205.0,23240.0,8627.0,48534.0,27003.0,15061.0,20646.0,27003.0,11536.0,-3699.0,-1480.0,5.78,20813.0
2019,Cascade Industries,PHARMA,USD,106900.0,57785.0,49115.0,31559.0,17556.0,16700.0,4175.0,12525.0,82954.0,24858.0,25651.0,13801.0,57303.0,24464.0,13505.0,27003.0,24464.0,10786.0,-7383.0,-5942.0,5.58,25314.0
2020,Cascade Industries,PHARMA,USD,118678.0,65753.0,52925.0,32128.0,20797.0,19247.0,4812.0,14435.0,92052.0,37422.0,24809.0,8274.0,67243.0,27704.0,16182.0,24464.0,27704.0,13225.0,-5860.0,-4125.0,6.43,26368.0
2021,Cascade Industries,PHARMA,USD,131568.0,74218.0,57350.0,36073.0,21277.0,19962.0,4990.0,14972.0,106963.0,46711.0,26048.0,14125.0,80915.0,36115.0,12219.0,27704.0,36115.0,18260.0,-3753.0,-6096.0,6.67,27173.0
2022,Cascade Industries,PHARMA,USD,142368.0,81341.0,61027.0,40799.0,20228.0,18577.0,4644.0,13933.0,119750.0,43054.0,29325.0,9421.0,90425.0,34120.0,14068.0,36115.0,34120.0,14952.0,-8734.0,-8213.0,6.21,25579.0
2023,Cascade Industries,PHARMA,USD,156826.0,90185.0,66641.0,44695.0,21946.0,20040.0,5010.0,15030.0,133330.0,52077.0,29060.0,12534.0,104270.0,38716.0,17303.0,34120.0,38716.0,20008.0,-9110.0,-6302.0,6.69,29865.0
2016,Vertex Works,RETAIL,USD,65900.0,50125.0,15775.0,10778.0,4997.0,4581.0,1145.0,3436.0,24900.0,7350.0,8300.0,3012.0,16600.0,-4076.0,3858.0,550.0,-4076.0,3202.0,-4128.0,-3700.0,1.36,7941.0
2017,Vertex Works,RETAIL,USD,63581.0,46763.0,16818.0,11143.0,5675.0,5518.0,1380.0,4138.0,27226.0,6962.0,8422.0,4411.0,18804.0,-5971.0,5795.0,-4076.0,-5971.0,4490.0,-3849.0,-2536.0,1.64,8523.0
2018,Vertex Works,RETAIL,USD,75602.0,57700.0,17902.0,14640.0,3262.0,3124.0,781.0,2343.0,31346.0,11581.0,8487.0,4103.0,22859.0,-9265.0,5085.0,-5971.0,-9265.0,2088.0,-1584.0,-3798.0,0.93,7142.0
2019,Vertex Works,RETAIL,USD,87818.0,63041.0,24777.0,17901.0,6876.0,6661.0,1665.0,4996.0,33912.0,10531.0,9008.0,4378.0,24904.0,-11815.0,4665.0,-9265.0,-11815.0,4339.0,-4146.0,-2743.0,1.98,13686.0
2020,Vertex Works,RETAIL,USD,106918.0,80404.0,26514.0,21138.0,5376.0,5139.0,1285.0,3854.0,39003.0,15475.0,9547.0,3751.0,29456.0,-22230.0,6555.0,-11815.0,-22230.0,3699.0,-8014.0,-6100.0,1.53,11947.0
2021,Vertex Works,RETAIL,USD,124103.0,87462.0,36641.0,25925.0,10716.0,10010.0,2502.0,7508.0,41828.0,15638.0,9488.0,3630.0,32340.0,-29821.0,6052.0,-22230.0,-29821.0,6520.0,-7958.0,-6153.0,2.97,17224.0
2022,Vertex Works,RETAIL,USD,129634.0,91539.0,38095.0,19640.0,18455.0,16872.0,4218.0,12654.0,47775.0,19354.0,9363.0,5038.0,38412.0,-24524.0,4273.0,-29821.0,-24524.0,11197.0,-2829.0,-3071.0,5.01,27368.0
2023,Vertex Works,RETAIL,USD,124510.0,87796.0,36714.0,25850.0,10864.0,10136.0,2534.0,7602.0,56888.0,15103.0,9693.0,4617.0,47195.0,-27789.0,6680.0,-24524.0,-27789.0,6725.0,-3575.0,-6415.0,3.01,15246.0
2016,Ardent Works,BANKING,USD,37600.0,17859.0,19741.0,10808.0,8933.0,8465.0,2116.0,6349.0,18600.0,8279.0,10100.0,5485.0,8500.0,9869.0,7318.0,7550.0,9869.0,5519.0,-1212.0,-1988.0,3.52,10784.0
2017,Ardent Works,BANKING,USD,35564.0,15929.0,19635.0,10263.0,9372.0,8913.0,2228.0,6685.0,22011.0,7621.0,9474.0,4799.0,12537.0,15099.0,5061.0,9869.0,15099.0,9168.0,-1927.0,-2011.0,3.71,11106.0
2018,Ardent Works,BANKING,USD,37821.0,19511.0,18310.0,12352.0,5958.0,5549.0,1387.0,4162.0,27548.0,11638.0,10756.0,5509.0,16792.0,16002.0,5307.0,15099.0,16002.0,3923.0,-1128.0,-1892.0,2.31,8087.0
2019,Ardent Works,BANKING,USD,45241.0,21483.0,23758.0,13383.0,10375.0,9837.0,2459.0,7378.0,29477.0,11889.0,10061.0,3353.0,19416.0,23421.0,5009.0,16002.0,23421.0,10276.0,-2267.0,-590.0,4.09,13608.0
2020,Ardent Works,BANKING,USD,47887.0,23280.0,24607.0,15077.0,9530.0,9103.0,2276.0,6827.0,34145.0,11856.0,9706.0,4230.0,24439.0,25357.0,5598.0,23421.0,25357.0,6635.0,-3530.0,-1169.0,3.78,12960.0
2021,Ardent Works,BANKING,USD,45263.0,20776.0,24487.0,14239.0,10248.0,9586.0,2396.0,7190.0,38798.0,11938.0,9956.0,5330.0,28842.0,31715.0,6672.0,25357.0,31715.0,10229.0,-2058.0,-1813.0,3.99,13282.0
2022,Ardent Works,BANKING,USD,44951.0,23265.0,21686.0,14151.0,7535.0,6984.0,1746.0,5238.0,46742.0,17452.0,11295.0,4283.0,35447.0,31303.0,6669.0,31715.0,31303.0,4627.0,-3198.0,-1841.0,2.9,9785.0
2023,Ardent Works,BANKING,USD,48409.0,24661.0,23748.0,15051.0,8697.0,8059.0,2015.0,6044.0,49600.0,12615.0,10516.0,3245.0,39084.0,33520.0,5347.0,31303.0,33520.0,6081.0,-2890.0,-974.0,3.35,11934.0
2016,Cobalt Labs,ENERGY,USD,78900.0,63099.0,15801.0,7460.0,8341.0,7763.0,1941.0,5822.0,65200.0,26477.0,28500.0,10709.0,36700.0,-134.0,16149.0,1250.0,-134.0,7319.0,-6581.0,-2122.0,7.49,14346.0
2017,Cobalt Labs,ENERGY,USD,90176.0,70538.0,19638.0,7969.0,11669.0,10863.0,2716.0,8147.0,71171.0,19625.0,30646.0,11754.0,40525.0,1659.0,14222.0,-134.0,1659.0,8120.0,-3226.0,-3101.0,10.49,18559.0
2018,Cobalt Labs,ENERGY,USD,98768.0,73444.0,25324.0,10336.0,14988.0,14030.0,3508.0,10522.0,78613.0,30661.0,30514.0,14892.0,48099.0,1633.0,19354.0,1659.0,1633.0,10864.0,-6169.0,-4721.0,13.54,18281.0
2019,Cobalt Labs,ENERGY,USD,113507.0,91317.0,22190.0,11545.0,10645.0,9771.0,2443.0,7328.0,86550.0,28724.0,30430.0,12059.0,56120.0,-2742.0,16142.0,1633.0,-2742.0,10526.0,-8483.0,-6418.0,9.43,14066.0
2020,Cobalt Labs,ENERGY,USD,127509.0,101144.0,26365.0,10439.0,15926.0,15128.0,3782.0,11346.0,97918.0,26695.0,34527.0,13694.0,63391.0,702.0,25046.0,-2742.0,702.0,13691.0,-2808.0,-7439.0,14.6,19821.0
2021,Cobalt Labs,ENERGY,USD,137464.0,103332.0,34132.0,15111.0,19021.0,18364.0,4591.0,13773.0,106340.0,33191.0,34073.0,18090.0,72267.0,5424.0,16568.0,702.0,5424.0,13929.0,-5388.0,-3819.0,17.73,25386.0
2022,Cobalt Labs,ENERGY,USD,131503.0,101289.0,30214.0,13362.0,16852.0,16098.0,4024.0,12074.0,118117.0,41086.0,36729.0,19627.0,81388.0,35.0,26375.0,5424.0,35.0,13671.0,-11790.0,-7270.0,15.54,23891.0
2023,Cobalt Labs,ENERGY,USD,148441.0,111760.0,36681.0,16059.0,20622.0,19355.0,4839.0,14516.0,127804.0,42810.0,37072.0,18585.0,90732.0,1392.0,24448.0,35.0,1392.0,14728.0,-4619.0,-8752.0,18.68,26274.0
2016,Cascade Group,IT,USD,65900.0,40707.0,25193.0,14900.0,10293.0,9424.0,2356.0,7068.0,52700.0,14306.0,33300.0,12700.0,19400.0,4646.0,15776.0,1350.0,4646.0,7824.0,-2912.0,-1616.0,43.9,13141.0
2017,Cascade Group,IT,USD,66955.0,43446.0,23509.0,16736.0,6773.0,6428.0,1607.0,4821.0,64269.0,27839.0,37908.0,19433.0,26361.0,4006.0,26424.0,4646.0,4006.0,5503.0,-2499.0,-3644.0,29.94,10341.0
2018,Cascade Group,IT,USD,65514.0,39825.0,25689.0,15119.0,10570.0,9931.0,2483.0,7448.0,67156.0,21965.0,37126.0,11796.0,30030.0,6533.0,18879.0,4006.0,6533.0,7810.0,-2733.0,-2550.0,46.26,14162.0
2019,Cascade Group,IT,USD,76938.0,47758.0,29180.0,16495.0,12685.0,12053.0,3013.0,9040.0,73845.0,20335.0,39340.0,18210.0,34505.0,10491.0,28732.0,6533.0,10491.0,10027.0,-2524.0,-3545.0,56.15,15230.0
2020,Cascade Group,IT,USD,73789.0,42890.0,30899.0,14543.0,16356.0,14956.0,3739.0,11217.0,82885.0,24164.0,41375.0,13423.0,41510.0,16808.0,21078.0,10491.0,16808.0,12773.0,-3420.0,-3036.0,69.67,18783.0
2021,Cascade Group,IT,USD,76155.0,46768.0,29387.0,17457.0,11930.0,10888.0,2722.0,8166.0,94276.0,32423.0,42303.0,13247.0,51973.0,17806.0,25356.0,16808.0,17806.0,9067.0,-6057.0,-2012.0,50.72,15781.0
2022,Cascade Group,IT,USD,84244.0,53086.0,31158.0,18512.0,12646.0,11937.0,2984.0,8953.0,106078.0,44674.0,48090.0,21086.0,57988.0,22240.0,25627.0,17806.0,22240.0,10127.0,-2258.0,-3435.0,55.61,17581.0
2023,Cascade Group,IT,USD,83055.0,51002.0,32053.0,19383.0,12670.0,11738.0,2934.0,8804.0,117182.0,31992.0,52172.0,20983.0,65010.0,21199.0,34657.0,22240.0,21199.0,8205.0,-4995.0,-4251.0,54.68,15629.0
2016,Orion Technologies,LOGISTICS,USD,64900.0,48664.0,16236.0,9417.0,6819.0,6426.0,1606.0,4820.0,49500.0,21045.0,34800.0,15306.0,14700.0,-956.0,22455.0,1950.0,-956.0,5174.0,-4833.0,-3247.0,2.73,10918.0
2017,Orion Technologies,LOGISTICS,USD,70060.0,52571.0,17489.0,10838.0,6651.0,6424.0,1606.0,4818.0,55518.0,14579.0,37308.0,18335.0,18210.0,-4365.0,21698.0,-956.0,-4365.0,4704.0,-4493.0,-3620.0,2.73,9017.0
2018,Orion Technologies,LOGISTICS,USD,72748.0,58077.0,14671.0,8583.0,6088.0,5623.0,1406.0,4217.0,63108.0,16039.0,40339.0,17835.0,22769.0,-9708.0,19219.0,-4365.0,-9708.0,4097.0,-5802.0,-3638.0,2.39,9118.0
2019,Orion Technologies,LOGISTICS,USD,83794.0,61505.0,22289.0,13399.0,8890.0,8639.0,2160.0,6479.0,65821.0,18891.0,39469.0,14340.0,26352.0,-8078.0,21395.0,-9708.0,-8078.0,6930.0,-2977.0,-2323.0,3.67,15396.0
